WORD	BFRQ	CNC	KFCAT	FAM	KFSMP	IMG	KFFRQ	NLET	CMEAN	NPHN	NSYL	T-LFRQ
STARTERS	1	-	-	-	-	-	-	8	-	-	-	-
PROMISED	3	-	12	566	40	298	45	8	-	-	3	-
REVERING	-	-	-	-	-	-	-	8	-	-	-	-
TWIRLED	-	-	-	-	-	-	-	7	-	-	-	-
MUM	4	-	1	-	1	-	1	3	-	3	1	14
CONFIGURATION	-	-	2	-	5	-	7	13	-	13	5	1
HAD	615	253	15	570	422	296	5133	3	323	3	1	34341
FINDING	8	-	14	-	48	-	53	7	-	-	2	70
SUBATOMIC	-	-	-	-	-	-	-	9	-	-	-	-
TRIGGERED	1	-	-	-	-	-	-	9	-	-	-	-
TRAIT	-	-	2	-	3	-	3	5	-	3	1	63
REGARDED	-	-	-	-	-	-	-	8	-	-	-	-
SLIMMING	-	-	-	-	-	-	-	8	-	-	2	-
DRESSER	-	560	1	526	1	556	1	7	385	5	2	61
ADDRESS	7	-	13	-	41	-	77	7	-	5	2	507
FORTRESS	-	-	3	-	6	-	6	8	-	6	2	17
BATS	-	-	3	-	5	-	6	4	-	3	1	-
IS	2100	223	15	627	485	230	10099	2	318	2	1	33404
WEIGHT	1	462	11	578	53	521	91	6	457	3	1	357
EXHILARATING	-	-	-	-	-	-	-	12	-	-	-	-
HAL	-	-	-	-	-	-	-	3	-	-	-	-
ALPS	-	-	-	-	-	-	-	4	-	-	-	-
MADONNA	1	-	3	-	3	-	3	7	-	6	3	-
CONTINUING	1	-	-	-	-	-	-	10	-	-	-	-
MATERIALS	3	-	-	-	-	-	-	9	-	-	-	-
IRISH	-	-	9	-	16	-	28	5	-	-	2	-
IRISH	-	-	9	-	16	-	28	5	-	5	3	-
CENTS	-	-	-	-	-	-	-	5	-	-	-	-
BONER	-	-	-	-	-	-	-	5	-	-	-	-
FURTHERMORE	-	-	12	-	35	-	39	11	-	6	3	77
JULIAN	-	-	6	-	8	-	8	6	-	-	2	-
SCREAMED	-	-	-	-	-	-	-	8	-	-	-	-
BRAINY	-	-	1	-	1	-	1	6	-	5	2	-
LOOPHOLE	2	-	2	-	2	-	2	8	-	6	2	5
GIGGLE	2	-	1	-	1	-	1	6	-	4	2	81
NOSTALGIC	-	-	-	-	-	-	-	9	-	-	-	-
STEP	4	508	14	578	93	483	131	4	413	4	1	1410
WEB	-	561	4	457	5	602	6	3	374	3	1	34
ROME	-	-	10	-	27	-	70	4	-	-	1	-
LED	16	370	14	526	107	394	132	3	356	3	1	467
AMERICANS	-	-	-	-	-	-	-	9	-	-	-	-
MENSES	-	-	-	-	-	-	-	6	-	6	2	-
BON	-	-	1	-	1	-	2	3	-	3	1	-
UNIVERSITIES	13	-	-	-	-	-	-	12	-	-	-	-
NAUTILUS	-	-	1	-	1	-	2	8	-	7	3	1
SPOTLIGHT	-	-	4	-	6	-	6	9	-	9	2	28
HYPOTHETICAL	-	-	3	-	7	-	8	12	-	11	5	8
ULTIMATE	-	-	13	-	42	-	59	8	-	7	3	69
PICTURES	15	-	-	-	-	-	-	8	-	-	-	-
SYMMETRY	-	-	3	-	3	-	7	8	-	7	3	9
LEPRECHAUN	-	-	-	-	-	-	-	10	-	8	3	-
RECORDING	3	-	8	-	15	-	31	9	-	-	3	-
POVERTY	-	343	8	529	18	502	20	7	-	6	3	146
AUDITION	-	370	1	479	2	395	3	8	397	6	3	-
INEVITABLE	-	-	11	-	25	-	33	10	-	9	5	145
CURRENT	2	-	12	509	73	497	104	7	-	6	2	232
JOG	-	464	-	531	-	504	-	3	432	3	1	20
ANNOYING	8	-	-	-	-	-	-	8	-	-	-	-
FINALIZED	-	-	-	-	-	-	-	9	-	-	-	-
SNACKS	-	-	-	-	-	-	-	6	-	-	-	-
SACRIFICE	1	-	11	-	25	-	30	9	-	8	3	237
TESTY	-	-	-	-	-	-	-	5	-	5	2	8
FAMILY	31	525	15	607	149	577	331	6	-	6	3	1976
AMEND	-	-	2	-	2	-	2	5	-	5	2	27
CAVIAR	-	-	1	-	1	-	1	6	-	5	3	26
POUNDED	-	-	-	-	-	-	-	7	-	-	-	-
SUBWAY	-	-	4	-	5	-	7	6	-	5	2	64
DISABILITY	-	-	5	-	5	-	5	10	-	10	5	20
NESS	-	-	-	-	-	-	-	4	-	-	1	-
SLUMBER	-	386	3	367	3	500	3	7	-	6	2	58
BUCK	-	-	6	-	11	-	20	4	-	3	1	133
EXAGGERATION	2	-	5	-	5	-	5	12	-	11	5	21
WINDY	-	-	2	-	2	-	2	5	-	5	2	24
FREQUENTLY	6	-	13	-	66	-	91	10	-	-	3	272
SOPHOMORE	-	-	3	-	3	-	5	9	-	6	3	48
BUDGETS	-	-	-	-	-	-	-	7	-	-	-	-
HACKER	-	-	-	-	-	-	-	6	-	-	2	-
DEVASTATES	-	-	-	-	-	-	-	10	-	-	-	-
ASSES	-	-	-	-	-	-	-	5	-	-	-	-
ROOTING	-	-	-	-	-	-	-	7	-	-	-	-
METICULOUSLY	-	-	-	-	-	-	-	12	-	-	-	-
NOSY	-	-	-	-	-	-	-	4	-	4	2	-
STALKERS	-	-	-	-	-	-	-	8	-	-	-	-
INTOLERANCE	-	-	1	-	2	-	2	11	-	10	4	7
WORSHIPS	-	-	-	-	-	-	-	8	-	-	-	-
NAB	-	-	1	-	1	-	1	3	-	3	1	-
JOGGING	-	-	-	-	-	-	-	7	-	-	-	-
TAPESTRY	-	-	4	-	4	-	5	8	-	8	3	27
SNOWY	-	-	4	-	4	-	4	5	-	4	2	35
SNAG	1	-	2	-	2	-	3	4	-	4	1	4
USAGE	1	-	4	-	8	-	14	5	-	5	2	17
PROTAGONIST	-	-	2	-	2	-	2	11	-	11	4	-
PRESCRIBE	2	-	3	-	3	-	5	9	-	8	2	42
SUNDAY	20	-	13	-	52	-	101	6	-	5	2	-
PARTICULAR	49	-	14	514	112	274	179	10	-	9	4	461
GOVERNED	-	-	-	-	-	-	-	8	-	-	-	-
TOUPEE	-	-	-	-	-	-	-	6	-	4	2	-
DEBORAH	-	-	-	-	-	-	-	7	-	-	-	-
VAGINA	-	-	1	-	1	-	10	6	-	6	3	-
CAPABILITIES	1	-	-	-	-	-	-	12	-	-	-	-
WRAP	-	457	4	549	5	482	5	4	420	3	1	293
CALLING	4	-	12	-	43	-	45	7	-	5	2	12
HAPPIER	3	-	-	-	-	-	-	7	-	-	-	-
DEFILE	-	-	-	-	-	-	-	6	-	5	2	7
ATOP	-	-	5	-	5	-	6	4	-	-	2	19
WINDBREAKER	-	-	-	-	-	-	-	11	-	-	-	-
WHERE	251	256	15	608	372	255	938	5	360	2	1	4925
FORCING	1	-	10	-	12	-	13	7	-	-	2	-
THIRSTY	1	451	4	602	5	482	5	7	443	5	2	29
CRISPY	-	-	-	-	-	-	-	6	-	-	2	-
BEHOLD	-	-	2	-	3	-	4	6	-	6	2	41
RUPEE	-	-	1	-	1	-	6	5	-	4	2	-
CLINGING	-	-	-	-	-	-	-	8	-	-	-	-
COCKIER	-	-	-	-	-	-	-	7	-	-	-	-
BLANKET	3	622	11	563	19	582	30	7	449	7	2	210
FOCUS	7	-	13	-	34	-	40	5	-	5	2	68
CRAVING	-	-	1	-	2	-	2	7	-	-	2	24
GRAVEL	1	587	3	502	6	569	9	6	395	6	2	42
GUILD	-	-	3	-	5	-	7	5	-	4	1	35
CLOYING	-	-	-	-	-	-	-	7	-	-	-	-
RUG	-	611	8	557	11	591	13	3	423	3	1	262
REPUTATION	5	232	10	492	25	343	27	10	-	10	4	176
SALMON	-	-	3	-	3	-	3	6	-	5	2	81
ACCOUNT	13	365	13	523	86	361	117	7	392	5	2	660
JUMBO	-	-	-	-	-	-	-	5	-	5	2	-
STRANGE	27	-	13	606	68	378	84	7	-	6	1	796
GOOD	394	297	15	621	319	374	807	4	555	3	1	5122
PROVISIONAL	-	-	5	-	5	-	7	11	-	9	4	11
CAUTIOUSLY	-	-	-	-	-	-	-	10	-	-	-	-
MAGNETIC	1	-	5	-	8	-	25	8	-	8	3	20
DELINEATING	-	-	-	-	-	-	-	11	-	-	-	-
PLOY	-	-	-	-	-	-	-	4	-	-	1	-
INTIMIDATES	-	-	-	-	-	-	-	11	-	-	-	-
GOAL	-	482	11	554	44	556	60	4	-	3	1	92
OLD	142	349	15	616	256	478	660	3	568	3	1	5201
SEPTUM	-	-	1	-	1	-	1	6	-	6	2	-
AARDVARK	-	-	-	-	-	-	-	8	-	5	2	-
NOVICE	-	-	2	-	3	-	3	6	-	5	2	10
LISBON	-	-	1	-	1	-	1	6	-	-	2	-
TRIPPING	-	-	2	-	2	-	2	8	-	-	2	-
REFRESHED	-	-	-	-	-	-	-	9	-	-	-	-
FRENCHMAN	-	-	3	-	6	-	8	9	-	-	2	-
INACCURACY	-	-	2	-	2	-	2	10	-	10	5	-
CHEVRON	-	-	-	-	-	-	-	7	-	6	2	-
WEANING	-	-	-	-	-	-	-	7	-	-	-	-
COCKTAILS	-	-	-	-	-	-	-	9	-	-	-	-
GENIUSES	-	-	-	-	-	-	-	8	-	-	-	-
SOCK	1	581	3	578	4	553	4	4	378	3	1	96
OUTDOORS	-	-	5	-	6	-	6	8	-	5	2	58
PLURAL	3	-	-	-	-	-	-	6	-	6	2	2
ENSIGN	-	-	2	-	2	-	4	6	-	5	2	15
BAILEY	-	-	2	-	3	-	3	6	-	-	2	-
COMFORTER	-	467	-	392	-	499	-	9	-	7	3	4
BOSTON	-	-	12	-	35	-	61	6	-	-	2	-
CATHOLIC	13	-	8	-	22	-	84	8	-	7	3	84
CANINE	-	-	1	-	1	-	1	6	-	5	2	6
ALLOWS	1	-	-	-	-	-	-	6	-	-	-	-
AUTUMN	1	421	8	533	14	622	22	6	-	4	2	132
EXAMPLES	4	-	-	-	-	-	-	8	-	-	-	-
LOGANBERRY	-	-	-	-	-	-	-	10	-	9	4	-
DEATHBED	-	-	2	-	2	-	2	8	-	6	2	8
AUCTIONING	-	-	-	-	-	-	-	10	-	-	-	-
CANE	-	590	7	442	9	608	12	4	-	3	1	112
SPOOLS	-	-	-	-	-	-	-	6	-	-	-	-
SENSORY	-	-	4	-	6	-	9	7	-	7	3	2
FORMULATED	-	-	-	-	-	-	-	10	-	-	-	-
PUKE	-	-	1	-	1	-	1	4	-	-	1	-
RETRIEVED	-	-	-	-	-	-	-	9	-	-	-	-
AUTHORIZE	-	-	4	-	5	-	5	9	-	6	3	24
DESCRIBING	2	-	-	-	-	-	-	10	-	-	-	-
HEELS	-	-	-	-	-	-	-	5	-	-	-	-
NICELY	-	-	-	-	-	-	-	6	-	-	-	-
HUMP	1	507	1	439	1	515	2	4	433	4	1	14
INSUFFERABLE	-	-	-	-	-	-	-	12	-	10	5	11
SYRUP	-	-	3	-	3	-	4	5	-	5	2	25
WHETHER	120	-	15	528	170	207	286	7	-	4	2	1094
CICADAS	-	-	-	-	-	-	-	7	-	-	-	-
CELLULAR	-	-	2	-	2	-	3	8	-	7	3	2
SIMON	-	-	-	-	-	-	-	5	-	-	-	-
REFUND	-	-	2	-	2	-	22	6	-	6	2	3
STAPLE	-	-	1	-	1	-	1	6	-	-	1	29
STAPLE	-	-	1	-	1	-	1	6	-	5	2	29
BEAD	-	-	1	-	1	-	1	4	-	3	1	55
DISH	-	-	8	-	12	-	16	4	-	3	1	632
PROBE	-	-	4	-	6	-	6	5	-	4	1	35
CHARGE	8	-	13	-	79	-	122	6	-	4	1	651
NET	1	577	8	514	18	540	34	3	394	3	1	168
INDESTRUCTIBLE	-	-	1	-	1	-	1	14	-	13	5	3
STAIRCASE	-	-	5	-	7	-	8	9	-	6	2	48
DIARIES	1	-	-	-	-	-	-	7	-	-	-	-
FORFEITED	-	-	-	-	-	-	-	9	-	-	-	-
SINCE	86	247	15	541	313	264	628	5	283	4	1	1425
MANNEQUIN	-	-	1	-	1	-	1	9	-	7	3	18
CHAIRMAN	10	-	8	-	42	-	67	8	-	6	2	110
REQUIRED	7	-	-	-	-	-	-	8	-	-	-	-
SNEEZING	-	-	1	-	1	-	1	8	-	-	2	-
ADMITTED	1	-	-	-	-	-	-	8	-	-	-	-
SNORE	-	-	-	-	-	-	-	5	-	3	1	41
ANTIVIRAL	-	-	-	-	-	-	-	9	-	9	4	-
INK	1	608	3	542	4	589	7	3	415	3	1	55
JOKING	-	-	-	-	-	-	-	6	-	-	-	-
EASILY	14	-	15	-	83	-	106	6	-	-	3	499
CORRUGATED	-	-	-	-	-	-	-	10	-	-	-	-
BITES	-	-	-	-	-	-	-	5	-	-	-	-
INDICATOR	-	-	4	-	6	-	8	9	-	8	4	17
MITIGATED	1	-	-	-	-	-	-	9	-	-	-	-
RESTATING	-	-	-	-	-	-	-	9	-	-	-	-
THY	1	-	3	-	6	-	12	3	-	2	1	38
VAN	1	606	10	542	22	572	32	3	-	3	1	348
WATCHMEN	-	-	1	-	1	-	1	8	-	7	2	-
PREPAREDNESS	1	-	-	-	-	-	-	12	-	-	-	-
MOUSSE	-	492	-	363	-	439	-	6	290	-	1	-
ENEMA	2	-	-	-	-	-	-	5	-	5	3	-
GRANT	14	-	8	-	35	-	47	5	-	5	1	354
FRO	1	-	-	-	-	-	-	3	-	3	1	31
NAPPED	-	-	-	-	-	-	-	6	-	-	-	-
LIMITATIONS	1	-	-	-	-	-	-	11	-	-	-	-
COACH	1	561	5	509	9	560	24	5	410	4	1	205
WAYLAID	-	-	-	-	-	-	-	7	-	-	-	-
JEWELS	-	-	-	-	-	-	-	6	-	-	-	-
BLOCKING	1	-	3	-	3	-	3	8	-	-	2	-
IMAGINING	-	-	-	-	-	-	-	9	-	-	-	-
BUFFER	-	509	2	402	4	459	16	6	-	4	2	9
CANDY	-	602	6	559	11	601	16	5	503	5	2	172
ROPE	-	608	6	539	12	596	15	4	441	3	1	244
FONDNESS	-	-	4	-	4	-	4	8	-	7	2	20
PEPPER	-	591	3	554	7	587	13	6	378	4	2	285
BATTALION	5	-	2	-	2	-	3	9	-	8	3	13
INTENT	-	-	8	-	14	-	14	6	-	6	2	101
DAVY	-	-	2	-	2	-	2	4	-	4	2	-
TRADITIONAL	-	-	10	-	58	-	78	11	-	9	4	55
KILLER	-	-	6	-	15	-	21	6	-	4	2	41
PHILOSOPHER	1	-	7	-	12	-	16	11	-	8	4	56
JOINT	7	-	10	527	31	-	39	5	-	4	1	99
ENGAGING	-	-	3	-	7	-	8	8	-	-	3	35
RISE	11	368	13	546	72	451	102	4	473	3	1	581
INTRODUCING	3	-	-	-	-	-	-	11	-	-	-	-
MATTER	39	439	15	563	196	298	308	6	-	4	2	1703
CONCEIVABLE	2	-	6	-	10	-	11	11	-	-	3	32
CONCEIVABLE	2	-	6	-	10	-	11	11	-	9	4	32
YOUR	424	256	15	581	203	289	923	4	380	2	1	9052
CASTLES	-	-	-	-	-	-	-	7	-	-	-	-
ABLUTIONS	-	-	-	-	-	-	-	9	-	-	-	-
DESERTED	1	-	-	-	-	-	-	8	-	-	-	-
UPGRADE	-	-	-	-	-	-	-	7	-	-	-	-
CLONES	-	-	-	-	-	-	-	6	-	-	-	-
EXPECTING	3	-	-	-	-	-	-	9	-	-	-	-
BUZZED	-	-	-	-	-	-	-	6	-	-	-	-
SINNERS	-	-	-	-	-	-	-	7	-	-	-	-
STAINS	-	-	-	-	-	-	-	6	-	-	-	-
LOCATION	-	-	7	-	37	-	63	8	-	7	3	92
ELF	-	437	-	355	-	543	-	3	-	3	1	6
GENEROUSLY	-	-	-	-	-	-	-	10	-	-	-	-
SURVIVED	-	-	-	-	-	-	-	8	-	-	-	-
KEYNOTE	-	-	-	-	-	-	-	7	-	-	-	-
HISTORIANS	-	-	-	-	-	-	-	10	-	-	-	-
DEPART	2	-	5	-	7	-	7	6	-	5	2	135
APPEARS	6	-	-	-	-	-	-	7	-	-	-	-
SMALLEST	2	-	-	-	-	-	-	8	-	-	-	-
RELATIVITY	-	-	3	372	3	-	3	10	-	10	5	-
SLAP	1	511	2	521	2	542	2	4	475	4	1	118
INTERCOM	-	-	-	-	-	-	-	8	-	-	-	-
STARTLES	-	-	-	-	-	-	-	8	-	-	-	-
LEPROUS	-	-	-	-	-	-	-	7	-	6	2	4
DEVIL	6	274	8	474	17	546	25	5	-	4	2	225
DIALS	-	-	-	-	-	-	-	5	-	-	-	-
SPRINKLES	-	-	-	-	-	-	-	9	-	-	-	-
TENTACLE	-	-	1	-	1	-	1	8	-	7	3	6
SUCCINCT	2	-	1	-	1	-	1	8	-	8	2	17
PINCHES	-	-	-	-	-	-	-	7	-	-	-	-
HEMISPHERES	-	-	-	-	-	-	-	11	-	-	-	-
ASTRONOMY	2	419	6	391	6	483	24	9	-	9	4	6
RESURRECTION	-	-	1	-	1	-	1	12	-	10	4	7
SHOE	-	600	11	569	13	601	14	4	485	2	1	536
COMMEMORATIVE	-	-	-	-	-	-	-	13	-	11	5	-
BIRTHS	-	-	-	-	-	-	-	6	-	-	-	-
INTERVENE	-	-	2	-	2	-	2	9	-	7	3	44
COUSIN	5	502	9	515	15	478	51	6	-	4	2	316
PROPER	9	-	14	546	71	295	95	6	-	5	2	387
SMARTLY	1	-	-	-	-	-	-	7	-	-	-	-
CHOIR	4	567	5	526	6	567	8	5	418	-	1	30
CHOIR	4	567	5	526	6	567	8	5	418	4	2	30
ATTRACT	-	-	10	-	16	-	19	7	-	6	2	205
NECKS	-	-	-	-	-	-	-	5	-	-	-	-
NOSEY	-	-	-	-	-	-	-	5	-	4	2	-
CONTACTS	5	-	-	-	-	-	-	8	-	-	-	-
UNDRESS	1	-	-	-	-	-	-	7	-	6	2	54
CHOP	2	555	2	487	3	575	3	4	-	4	1	147
IRRELEVANT	1	-	7	-	13	-	14	10	-	9	4	16
EMBRACE	-	449	6	433	13	597	13	7	-	6	2	114
BRONZED	-	-	1	-	1	-	1	7	-	-	2	-
PEACHY	-	-	-	-	-	-	-	6	-	5	2	-
UNDERSTANDABLE	1	-	9	-	13	-	13	14	-	12	5	-
PROWESS	-	-	2	-	2	-	2	7	-	5	2	17
FALLACIOUS	-	-	1	-	1	-	1	10	-	7	3	2
BRAND	2	-	7	-	12	-	17	5	-	5	1	144
FRISK	-	-	-	-	-	-	-	5	-	5	1	14
PROPERTY	1	460	13	531	61	466	156	8	461	7	3	244
VICTORIOUS	-	-	1	-	1	-	1	10	-	9	3	14
REDUCING	-	-	8	-	22	-	31	8	-	-	3	-
COGENT	-	-	-	-	-	-	-	6	-	6	2	3
SHOWERED	-	-	-	-	-	-	-	8	-	-	-	-
TRAITOR	-	467	1	467	1	447	2	7	402	5	2	15
IMPORTANCE	3	244	13	575	79	347	108	10	-	8	3	322
COURTSHIP	-	346	2	423	2	520	2	9	-	6	2	28
GENETIC	-	-	2	-	2	-	5	7	-	7	3	-
CHARACTER	29	365	14	551	83	372	118	9	-	7	3	522
SON	7	-	14	607	83	560	166	3	-	3	1	993
DECEASED	-	-	6	-	8	-	10	8	-	-	3	-
EMBARK	2	-	3	-	5	-	5	6	-	5	2	31
NEUROTIC	-	-	5	456	8	417	10	8	-	8	3	38
ASK	57	-	15	-	90	-	128	3	-	3	1	17971
CANAL	4	598	3	464	3	588	3	5	-	5	2	75
ZOOT	-	-	-	-	-	-	-	4	-	3	1	-
BOOB	-	-	-	-	-	-	-	4	-	-	1	14
MAUL	-	-	-	-	-	-	-	4	-	3	1	9
PURELY	9	-	-	-	-	-	-	6	-	-	-	-
TONED	-	-	-	-	-	-	-	5	-	-	2	-
BITER	-	-	1	-	1	-	1	5	-	4	2	-
SEEN	73	336	15	576	180	351	279	4	360	3	1	1402
BALANCING	1	-	-	-	-	-	-	9	-	-	-	-
NAVAL	1	519	7	476	17	535	33	5	407	5	2	46
NOD	1	437	6	552	12	508	12	3	-	3	1	611
EYED	-	-	3	-	6	-	7	4	-	-	1	-
VULCAN	-	-	-	-	-	-	-	6	-	6	2	-
PIVOTING	-	-	-	-	-	-	-	8	-	-	-	-
WHISPERED	-	-	-	-	-	-	-	9	-	-	-	-
INVESTIGATED	-	-	-	-	-	-	-	12	-	-	-	-
HEXAGONAL	-	-	1	-	2	-	2	9	-	9	4	-
COMPATIBLE	-	-	5	-	14	-	16	10	-	9	4	7
LICK	-	-	3	-	3	-	3	4	-	3	1	128
FIELD	28	-	15	-	125	-	274	5	-	4	1	661
SCRUPULOUS	-	-	1	-	1	-	1	10	-	10	3	10
ALTITUDE	2	373	3	420	3	472	4	8	-	8	3	53
ELDER	-	-	7	-	10	-	15	5	-	4	2	104
ENCOURAGE	5	-	10	-	33	-	46	9	-	7	3	205
POTIONS	-	-	-	-	-	-	-	7	-	-	-	-
DOES	220	-	15	629	250	210	485	4	-	3	1	1549
RECEIPTS	-	-	-	-	-	-	-	8	-	-	-	-
LINKED	-	-	-	-	-	-	-	6	-	-	-	-
ANNULMENT	-	-	-	-	-	-	-	9	-	8	3	-
ORIGINS	-	-	-	-	-	-	-	7	-	-	-	-
TASTED	3	-	-	-	-	-	-	6	-	-	-	-
GATHER	11	-	12	-	20	-	20	6	-	4	2	607
ASSEMBLY	1	-	10	-	32	-	50	8	-	7	3	66
SLATS	-	-	-	-	-	-	-	5	-	-	-	-
NITROUS	-	-	-	-	-	-	-	7	-	6	2	-
LOADING	-	-	4	-	7	-	11	7	-	-	2	-
OPPONENT	-	440	6	495	7	408	15	8	432	7	3	77
MOVIE	1	590	10	523	20	571	29	5	477	4	2	285
CREEP	-	-	6	-	10	-	10	5	-	-	1	93
FIREMAN	-	-	1	504	1	-	1	7	-	6	3	45
REMARKS	6	-	-	-	-	-	-	7	-	-	-	-
CYCLES	-	-	-	-	-	-	-	6	-	-	-	-
CROSSES	3	-	-	-	-	-	-	7	-	-	-	-
CONCEALING	-	-	-	-	-	-	-	10	-	-	-	-
OSCAR	-	-	-	-	-	-	-	5	-	-	-	-
SADDLED	-	-	4	-	4	-	4	7	-	-	2	-
AW	-	-	2	-	3	-	3	2	-	-	1	-
BUFFETS	-	-	-	-	-	-	-	7	-	-	-	-
EXPRESSIONS	-	-	-	-	-	-	-	11	-	-	-	-
GOLF	1	540	8	503	14	616	34	4	-	4	1	278
EXECUTED	-	-	-	-	-	-	-	8	-	-	-	-
CRISES	-	-	7	-	13	-	21	6	-	6	2	-
NUMEROUS	3	-	10	-	41	-	47	8	-	8	3	122
POMP	-	-	1	-	1	-	1	4	-	-	1	15
DEVOTED	2	-	13	-	40	-	51	7	-	-	3	33
PUMPKIN	-	-	2	-	2	-	2	7	-	7	2	65
DESIGNATED	-	-	-	-	-	-	-	10	-	-	-	-
SCANDINAVIAN	-	-	2	-	2	-	2	12	-	12	4	-
PEER	1	406	5	460	6	376	8	4	358	2	1	155
HERD	-	565	4	436	9	548	22	4	-	-	1	105
ORDO	-	-	1	-	1	-	3	4	-	-	2	-
BARRIER	5	-	6	-	9	-	9	7	-	5	2	74
FILLED	4	-	-	-	-	-	-	6	-	-	-	-
SOAKED	-	-	-	-	-	-	-	6	-	-	-	-
OUTMODED	-	-	4	-	4	-	4	8	-	-	3	-
WARN	2	315	7	491	10	359	11	4	377	3	1	366
JUNCTION	3	477	6	489	7	502	7	8	419	7	2	27
PAINT	22	577	10	551	22	567	37	5	402	4	1	1102
OBSERVED	1	-	-	-	-	-	-	8	-	-	-	-
BANKING	3	-	2	-	2	-	2	7	-	-	2	34
ADVANCED	3	-	12	523	40	320	52	8	-	-	3	52
CART	1	576	4	454	4	597	5	4	-	3	1	68
CONSEQUENCE	1	260	9	502	25	299	30	11	-	10	3	152
RUSSELL	-	-	5	-	9	-	12	7	-	-	2	-
OAK	-	588	8	515	14	590	15	3	423	2	1	125
JESSE	-	-	1	-	2	-	3	5	-	-	1	-
POINTERS	-	-	-	-	-	-	-	8	-	-	-	-
BLOWN	1	-	7	-	9	-	9	5	-	4	1	-
TWEETED	-	-	-	-	-	-	-	7	-	-	-	-
CIRCUMVENT	-	-	-	-	-	-	-	10	-	9	3	10
EXTRACT	-	-	4	-	5	-	6	7	-	8	2	68
AXE	-	623	2	461	4	597	6	3	-	3	1	-
STORED	1	-	-	-	-	-	-	6	-	-	-	-
R	2	-	11	-	44	-	66	1	-	1	1	-
CONTRACTS	-	-	-	-	-	-	-	9	-	-	-	-
MONEY	88	574	14	631	143	604	265	5	536	4	2	3089
SLEEPY	1	-	3	-	6	-	6	6	-	5	2	58
PLUNGER	-	-	-	-	-	-	-	7	-	6	2	7
BARRIERS	-	-	-	-	-	-	-	8	-	-	-	-
COCONUTS	-	-	-	-	-	-	-	8	-	-	-	-
SUICIDAL	-	-	-	-	-	-	-	8	-	8	4	-
CONTAGIOUS	-	-	2	-	2	-	2	10	-	8	3	36
CHANTING	-	-	-	-	-	-	-	8	-	-	-	-
UNDERRATED	-	-	-	-	-	-	-	10	-	-	-	-
SEMBLANCE	-	-	1	-	2	-	2	9	-	8	2	25
LUNATIC	-	-	1	-	1	-	1	7	-	7	3	18
LENT	2	-	4	-	5	-	5	4	-	4	1	50
PARCHED	-	-	-	-	-	-	-	7	-	-	-	-
ANCIENT	-	-	15	429	55	451	69	7	-	6	2	228
GEODE	-	-	-	-	-	-	-	5	-	4	2	-
ADVISE	4	-	6	-	10	-	10	6	-	5	2	214
GYNECOLOGIST	-	-	-	-	-	-	-	12	-	-	-	-
CHICAGO	-	-	-	-	-	-	-	7	-	-	-	-
OWNERS	-	-	-	-	-	-	-	6	-	-	-	-
MOCKING	1	-	-	-	-	-	-	7	-	-	-	-
DISCREETLY	-	-	-	-	-	-	-	10	-	-	-	-
UNDERBELLY	-	-	-	-	-	-	-	10	-	-	-	-
HER	255	419	15	569	253	464	3037	3	507	2	1	31869
CYCLE	2	-	7	-	21	-	24	5	-	-	1	42
CYCLE	2	-	7	-	21	-	24	5	-	4	2	42
DOLLY	-	-	1	-	1	-	4	5	-	4	2	56
PRINT	16	-	9	-	14	-	18	5	-	5	1	429
TAPING	-	-	-	-	-	-	-	6	-	-	-	-
HUMID	-	-	1	-	1	-	1	5	-	6	2	6
DIZZINESS	-	-	-	-	-	-	-	9	-	-	-	-
IOWA	-	-	-	-	-	-	-	4	-	-	-	-
CLINKING	-	-	-	-	-	-	-	8	-	-	-	-
HOWARD	-	-	-	-	-	-	-	6	-	-	-	-
ANDY	-	-	-	-	-	-	-	4	-	-	-	-
INVADE	1	-	3	-	4	-	5	6	-	5	2	61
ENTHUSIASTIC	5	-	11	522	24	404	24	12	-	-	4	-
ENTHUSIASTIC	5	-	11	522	24	404	24	12	-	12	5	-
CONFIDED	-	-	-	-	-	-	-	8	-	-	-	-
BANDAGES	-	-	-	-	-	-	-	8	-	-	-	-
HAT	3	601	11	580	37	562	56	3	478	3	1	976
ONIONS	-	-	-	-	-	-	-	6	-	-	-	-
ZEN	-	-	-	-	-	-	-	3	-	-	-	-
MARIE	-	-	4	-	6	-	6	5	-	-	2	-
COMMONLY	1	-	7	-	21	-	29	8	-	-	3	50
COMMA	-	-	2	-	2	-	2	5	-	4	2	5
BLISSFUL	-	-	3	-	4	-	4	8	-	-	2	24
THUNDER	-	547	8	547	10	554	14	7	467	5	2	138
ETHER	-	511	1	405	1	436	1	5	293	3	2	-
POSITION	25	351	15	559	146	346	241	8	-	7	3	757
FILTH	-	467	2	492	2	517	2	5	477	4	1	13
STORMS	-	-	-	-	-	-	-	6	-	-	-	-
ENLIGHTEN	-	-	1	-	1	-	1	9	-	6	3	45
LANDING	-	-	10	-	18	-	26	7	-	6	2	50
HUNGARIAN	-	-	6	-	6	-	9	9	-	9	3	-
BIG	75	-	15	640	182	463	360	3	-	3	1	1773
DISCO	-	-	-	-	-	-	-	5	-	-	-	-
REELS	3	-	-	-	-	-	-	5	-	-	-	-
PASSING	6	-	15	566	53	368	65	7	-	-	2	-
SPOILER	-	-	-	-	-	-	-	7	-	5	2	-
CLOSES	-	-	-	-	-	-	-	6	-	-	-	-
